taxon,rho,pval,padj,sig,dir,func_guild,in_ml_top_taxa,colour_cat,label_set
Species|Aceticella autotrophica,-0.3065015479876161,0.21606379461125777,0.36674805483006,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Eubacterium limosum,-0.304437564499484,0.21933066080450428,0.371223446016819,FALSE,Dysbiosis-protecting,ROS sensitive,FALSE,ROS sensitive,NA
Species|Longimicrobiales bacterium,-0.2982456140350877,0.22932241176613288,0.3848173804280692,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Sinanaerobacter sp. ZZT-01,-0.2982456140350877,0.22932241176613288,0.3848173804280692,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Acidimicrobiales bacterium,0.2982456140350877,0.22932241176613288,0.3848173804280692,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Helicobacter mastomyrinus,0.2961816305469556,0.23271685741068474,0.38940405970140146,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Family|Rikenellaceae,-0.29411764705882354,0.23614329729664096,0.39401813628249727,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Streptococcus,0.29205366357069146,0.23960176390544208,0.39865943203476095,FALSE,Dysbiosis-promoting,ROS tolerant,FALSE,ROS tolerant,NA
Species|Helicobacter hepaticus,0.2899896800825594,0.24309228603904479,0.4033277647239363,FALSE,Dysbiosis-promoting,ROS tolerant,FALSE,ROS tolerant,NA
Species|Christensenellaceae bacterium,-0.283797729618163,0.2537564179087558,0.418662549434894,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Lactobacillus crispatus,0.283797729618163,0.2537564179087558,0.418662549434894,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Bacteroides sp. KG123,0.27966976264189886,0.2610264770684414,0.429454175958972,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Order|Burkholderiales,0.2776057791537668,0.2647097281537839,0.4318948196193316,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Akkermansia muciniphila,-0.2776057791537668,0.2647097281537839,0.4318948196193316,FALSE,Dysbiosis-protecting,Propionate guild,FALSE,Propionate guild,NA
Species|Merdibacter sp. Marseille-QA0792,0.2776057791537668,0.2647097281537839,0.4318948196193316,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Arenicellales bacterium,0.27554179566563464,0.26842513138906204,0.43315726681686995,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Spirochaetia bacterium,0.27554179566563464,0.26842513138906204,0.43315726681686995,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|uncultured Clostridia bacterium,-0.27554179566563464,0.26842513138906204,0.43315726681686995,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Lactobacillus taiwanensis,-0.27554179566563464,0.26842513138906204,0.43315726681686995,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Helicobacter typhlonius,0.27347781217750256,0.27217268531948696,0.4356242164488528,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Butyricicoccus sp.,0.27347781217750256,0.27217268531948696,0.4356242164488528,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Clostridioides,0.27347781217750256,0.27217268531948696,0.4356242164488528,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Parabacteroides goldsteinii,0.2714138286893705,0.27595238461589006,0.43928636361826934,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Thermoanaerobacterium,-0.2714138286893705,0.2759523846158908,0.43928636361826934,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Adlercreutzia,-0.2693498452012384,0.2797642200565715,0.44415397739439516,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Anaerocolumna sp. AGMB13025,-0.26728586171310625,0.28360817850986786,0.4478424052072712,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Phototrophicaceae bacterium,0.26728586171310625,0.28360817850986725,0.4478424052072712,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Rhodospirillales bacterium,0.2652218782249742,0.2874842429174512,0.45274924887267054,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Porphyromonas gingivalis,0.2631578947368421,0.29139239227836833,0.4552523051776101,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Mediterraneibacter faecis,-0.2631578947368421,0.29139239227836844,0.4552523051776101,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Anaerocolumna cellulosilytica,-0.2631578947368421,0.29139239227836844,0.4552523051776101,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Sediminibacterium sp.,-0.26109391124871,0.29533260163380953,0.45897335715650084,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Taurinivorans muris,-0.26109391124871,0.29533260163380953,0.45897335715650084,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|uncultured Subdoligranulum sp.,-0.2590299277605779,0.2993048420526306,0.4639225051815774,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Genus|Prevotella,-0.2549019607843137,0.30734528041254594,0.4738910213690826,FALSE,Dysbiosis-protecting,Propionate guild,FALSE,Propionate guild,NA
Species|Segatella hominis,0.2549019607843137,0.30734528041254594,0.4738910213690826,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Family|Prevotellaceae,-0.25077399380804954,0.31551339595948563,0.4814440161143447,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|[Ruminococcus] torques,-0.25077399380804954,0.31551339595948563,0.4814440161143447,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Clostridiales bacterium,-0.25077399380804954,0.31551339595948563,0.4814440161143447,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Class|Bacilli,0.25077399380804954,0.31551339595948563,0.4814440161143447,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Bacteroides uniformis,-0.24871001031991744,0.31964521777772953,0.4827462391566223,FALSE,Dysbiosis-protecting,Propionate guild,FALSE,Propionate guild,NA
Species|Lacrimispora sp. HJ-01,-0.24871001031991744,0.31964521777772953,0.4827462391566223,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Lactobacillus johnsonii,0.24871001031991744,0.3196452177777289,0.4827462391566223,FALSE,Dysbiosis-promoting,Acetate guild,FALSE,Acetate guild,NA
Phylum|Actinomycetota,-0.24871001031991744,0.31964521777772953,0.4827462391566223,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Bacteroides zoogleoformans,0.24664602683178535,0.32380881293776353,0.4865392622967927,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Family|Eggerthellaceae,-0.24664602683178535,0.32380881293776353,0.4865392622967927,FALSE,Dysbiosis-protecting,SecBileAcid,FALSE,SecBileAcid,NA
Species|Bacteroides eggerthii,0.24458204334365324,0.3280041243603068,0.49034119098533174,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Blautia liquoris,-0.24458204334365324,0.3280041243603068,0.49034119098533174,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|uncultured Alphaproteobacteria bacterium,0.23839009287925697,0.340779724454077,0.5020207078429227,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Parabacteroides faecis,0.23632610939112486,0.34510124880977866,0.5020207078429227,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Prevotella sp. oral taxon 475,0.23632610939112486,0.34510124880977866,0.5020207078429227,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Genus|Hymenobacter,-0.23632610939112486,0.34510124880977866,0.5020207078429227,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Gordonibacter massiliensis (ex Traore et al. 2017),0.23632610939112486,0.34510124880977866,0.5020207078429227,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|uncultured bacterium BAC10G6,-0.23632610939112486,0.34510124880977866,0.5020207078429227,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Duncaniella sp. C9,-0.23426212590299278,0.34945414298064237,0.5020207078429227,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Bacteroides sp. A1C1,-0.23426212590299278,0.34945414298064237,0.5020207078429227,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Alistipes putredinis,-0.23426212590299278,0.34945414298064237,0.5020207078429227,FALSE,Dysbiosis-protecting,Propionate guild,FALSE,Propionate guild,NA
Species|Parabacteroides johnsonii,-0.23426212590299278,0.34945414298064237,0.5020207078429227,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Tannerella serpentiformis,-0.23426212590299278,0.34945414298064237,0.5020207078429227,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
Species|Prevotella bivia,0.23426212590299278,0.3494541429806418,0.5020207078429227,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Family|Desulfovibrionaceae,-0.23426212590299278,0.34945414298064237,0.5020207078429227,FALSE,Dysbiosis-protecting,H2S_producers,FALSE,H2S_producers,NA
Species|Bdellovibrionales bacterium,0.23426212590299278,0.3494541429806418,0.5020207078429227,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Coprococcus eutactus,-0.23426212590299278,0.34945414298064237,0.5020207078429227,FALSE,Dysbiosis-protecting,Butyrate guild,FALSE,Butyrate guild,NA
Phylum|Candidatus Melainabacteria,0.23426212590299278,0.3494541429806418,0.5020207078429227,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|Clostridium perfringens,0.23219814241486067,0.3538383254251315,0.5070821743927066,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Species|uncultured Bacteroidota bacterium,0.22807017543859648,0.3627002084947104,0.518520443697535,FALSE,Dysbiosis-promoting,NA,FALSE,Promoting (other),NA
Order|Campylobacterales,-0.2260061919504644,0.3671777255550174,0.5236505577527972,FALSE,Dysbiosis-protecting,NA,FALSE,Protecting (other),NA
