taxon,loading_comp1,loading_comp2,abs_loading_comp1,abs_loading_comp2,selected_comp1,selected_comp2,in_heatmap
Species|Faecalimonas umbilicata,0,0,0,0,FALSE,FALSE,FALSE
Species|Wansuia hejianensis,0,0,0,0,FALSE,FALSE,FALSE
Species|Candidatus Scatomonas sp.,0,0,0,0,FALSE,FALSE,FALSE
Species|Lachnospira eligens,0,0,0,0,FALSE,FALSE,FALSE
Species|Novisyntrophococcus fermenticellae,0,0,0,0,FALSE,FALSE,FALSE
Genus|Lachnoanaerobaculum,0,0,0,0,FALSE,FALSE,FALSE
Species|Lachnoanaerobaculum gingivalis,0,0,0,0,FALSE,FALSE,FALSE
Species|Lachnoanaerobaculum umeaense,0,0,0,0,FALSE,FALSE,FALSE
Species|Chordicoccus furentiruminis,0,0,0,0,FALSE,FALSE,FALSE
Species|Agathobacter rectalis,0,0,0,0,FALSE,FALSE,FALSE
Species|Eshraghiella crossota,0,0,0,0,FALSE,FALSE,FALSE
Species|Anaeromicropila herbilytica,0,0,0,0,FALSE,FALSE,FALSE
Species|Stomatobaculum sp. F0698,0,0,0,0,FALSE,FALSE,FALSE
Species|Pseudobutyrivibrio xylanivorans,0,0,0,0,FALSE,FALSE,FALSE
Species|Candidatus Lachnocurva vaginae,0,0,0,0,FALSE,FALSE,FALSE
Species|Herbinix luporum,0,0,0,0,FALSE,FALSE,FALSE
Species|Anaeropeptidivorans aminofermentans,0,0,0,0,FALSE,FALSE,FALSE
Species|[Clostridium] colinum,0,0,0,0,FALSE,FALSE,FALSE
Species|Vallitalea guaymasensis,0,0,0,0,FALSE,FALSE,FALSE
Species|Vallitaleaceae bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Anaerotignum sp. MB30-C6,0,0,0,0,FALSE,FALSE,FALSE
Genus|Cellulosilyticum,0,0.6658014255409851,0,0.6658014255409851,FALSE,TRUE,TRUE
Order|Eubacteriales,0,0,0,0,FALSE,FALSE,FALSE
Family|Oscillospiraceae,0,0,0,0,FALSE,FALSE,FALSE
Species|Dysosmobacter welbionis,0,0,0,0,FALSE,FALSE,FALSE
Species|Oscillospiraceae bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Oscillospiraceae bacterium NTUH-002-81,0,0,0,0,FALSE,FALSE,FALSE
Species|Oscillospiraceae bacterium D1,0,0,0,0,FALSE,FALSE,FALSE
Species|Oscillospiraceae bacterium LBM23126,0,0,0,0,FALSE,FALSE,FALSE
Species|Oscillospiraceae bacterium YB328,0,0,0,0,FALSE,FALSE,FALSE
Species|Ruminococcaceae bacterium BL-6,0,0,0,0,FALSE,FALSE,FALSE
Species|Flavonifractor plautii,0,0,0,0,FALSE,FALSE,FALSE
Genus|Oscillibacter,0,0,0,0,FALSE,FALSE,FALSE
Species|Oscillibacter hominis,0,0,0,0,FALSE,FALSE,FALSE
Genus|Faecalibacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Faecalibacterium prausnitzii,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured Faecalibacterium sp.,0,0,0,0,FALSE,FALSE,FALSE
Species|Candidatus Faecalibacterium intestinigallinarum,0,0,0,0,FALSE,FALSE,FALSE
Species|Pusillibacter faecalis,0,0,0,0,FALSE,FALSE,FALSE
Species|Lawsonibacter asaccharolyticus,0,0,0,0,FALSE,FALSE,FALSE
Species|Vescimonas coprocola,0,0,0,0,FALSE,FALSE,FALSE
Species|Vescimonas fastidiosa,0,0,0,0,FALSE,FALSE,FALSE
Species|Ruminococcus gauvreauii,0,0,0,0,FALSE,FALSE,FALSE
Species|Ruminococcus callidus,0,0,0,0,FALSE,FALSE,FALSE
Species|Pseudoflavonifractor gallinarum,0,0,0,0,FALSE,FALSE,FALSE
Species|Subdoligranulum variabile,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured Subdoligranulum sp.,0,0,0,0,FALSE,FALSE,FALSE
Species|Ruthenibacterium lactatiformans,0,0,0,0,FALSE,FALSE,FALSE
Species|Anaerotruncus colihominis,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured Oscillospiraceae bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Owariibacterium komagatae,0,0,0,0,FALSE,FALSE,FALSE
Species|Bengtsoniella intestinalis,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured Sporobacter sp.,0,0,0,0,FALSE,FALSE,FALSE
Species|Solibaculum mannosilyticum,0,0,0,0,FALSE,FALSE,FALSE
Family|Clostridiaceae,0,0,0,0,FALSE,FALSE,FALSE
Genus|Clostridium,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridium sp. MD294,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridium sp. 10cd*,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridium sp.,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridium sp. M62/1,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridium sp. SY8519,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridium sp. NkU-1,0,0,0,0,FALSE,FALSE,FALSE
Species|[Clostridium] innocuum,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridium perfringens,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridium botulinum,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridium beijerinckii,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridium intestinale,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridium estertheticum,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridium butyricum,0,0,0,0,FALSE,FALSE,FALSE
Species|Candidatus Arthromitus sp. SFB-mouse,0,0,0,0,FALSE,FALSE,FALSE
Species|Candidatus Arthromitus sp. SFB-mouse-NL,0,0,0,0,FALSE,FALSE,FALSE
Species|Pilosibacter sp. YYHA0881,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridiaceae bacterium Marseille-Q4149,0,0,0,0,FALSE,FALSE,FALSE
Species|Mordavella massiliensis,0,0,0,0,FALSE,FALSE,FALSE
Species|Lactonifactor longoviformis,0,0,0,0,FALSE,FALSE,FALSE
Species|Oceanirhabdus sp. W0125-5,0,0,0,0,FALSE,FALSE,FALSE
Species|Flintibacter sp. KGMB00164,0,0,0,0,FALSE,FALSE,FALSE
Species|Massilistercora timonensis,0,0,0,0,FALSE,FALSE,FALSE
Species|Intestinimonas butyriciproducens,0,0,0,0,FALSE,FALSE,FALSE
Species|[Bacteroides] pectinophilus,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured Fusibacter sp.,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridiales bacterium CCNA10,0,0,0,0,FALSE,FALSE,FALSE
Species|butyrate-producing bacterium SS3/4,0,0,0,0,FALSE,FALSE,FALSE
Species|butyrate-producing bacterium SM4/1,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridiales bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Eubacteriales bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Eubacterium ventriosum,0,0,0,0,FALSE,FALSE,FALSE
Species|Eubacterium ramulus,0,0,0,0,FALSE,FALSE,FALSE
Species|Eubacterium sp. MSJ-33,0,0,0,0,FALSE,FALSE,FALSE
Species|Eubacterium limosum,0,0,0,0,FALSE,FALSE,FALSE
Species|Eubacterium callanderi,0,0,0,0,FALSE,FALSE,FALSE
Family|Butyricicoccaceae,0,0,0,0,FALSE,FALSE,FALSE
Species|Agathobaculum sp. NTUH-O15-33,0,0,0,0,FALSE,FALSE,FALSE
Species|Butyricicoccus porcorum,0,0,0,0,FALSE,FALSE,FALSE
Species|Butyricicoccus sp.,0,0,0,0,FALSE,FALSE,FALSE
Species|Intestinibacillus sp.,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured Eubacteriales bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Caproiciproducens galactitolivorans,0,0,0,0,FALSE,FALSE,FALSE
Species|Emergencia sp. JLR.KK010,0,0,0,0,FALSE,FALSE,FALSE
Species|Emergencia timonensis,0,0,0,0,FALSE,FALSE,FALSE
Species|Ihubacter sp. rT4E-8,0,0,0,0,FALSE,FALSE,FALSE
Species|Anaerovoracaceae bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Sinanaerobacter sp. ZZT-01,0,0,0,0,FALSE,FALSE,FALSE
Species|Mogibacterium neglectum,0,0,0,0,FALSE,FALSE,FALSE
Genus|Clostridioides,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridioides difficile,0,0,0,0,FALSE,FALSE,FALSE
Species|Paraclostridium sordellii,0,0,0,0,FALSE,FALSE,FALSE
Species|Christensenellaceae bacterium,0,0,0,0,FALSE,FALSE,FALSE
Genus|Thermoanaerobacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Aceticella autotrophica,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured Clostridia bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Clostridia bacterium i40-0019-1A8,0,0,0,0,FALSE,FALSE,FALSE
Class|Bacilli,0,0,0,0,FALSE,FALSE,FALSE
Order|Lactobacillales,0,0,0,0,FALSE,FALSE,FALSE
Genus|Limosilactobacillus,0,0,0,0,FALSE,FALSE,FALSE
Species|Limosilactobacillus reuteri,0,0,0,0,FALSE,FALSE,FALSE
Species|Limosilactobacillus fermentum,0,0,0,0,FALSE,FALSE,FALSE
Species|Limosilactobacillus portuensis,0,0,0,0,FALSE,FALSE,FALSE
Genus|Lactobacillus,0,0,0,0,FALSE,FALSE,FALSE
Species|Lactobacillus taiwanensis,0,0,0,0,FALSE,FALSE,FALSE
Species|Lactobacillus johnsonii,0,0,0,0,FALSE,FALSE,FALSE
Species|Lactobacillus intestinalis,0,0,0,0,FALSE,FALSE,FALSE
Species|Lactobacillus isalae,0,0,0,0,FALSE,FALSE,FALSE
Species|Lactobacillus paragasseri,0,0,0,0,FALSE,FALSE,FALSE
Species|Lactobacillus gasseri,0,0,0,0,FALSE,FALSE,FALSE
Species|Lactobacillus crispatus,0,0,0,0,FALSE,FALSE,FALSE
Species|Lactobacillus acidophilus,0,0,0,0,FALSE,FALSE,FALSE
Species|Ligilactobacillus salivarius,0,0,0,0,FALSE,FALSE,FALSE
Genus|Streptococcus,0,0,0,0,FALSE,FALSE,FALSE
Species|Streptococcus danieliae,0,0,0,0,FALSE,FALSE,FALSE
Species|Streptococcus parasuis,0,0,0,0,FALSE,FALSE,FALSE
Species|Streptococcus respiraculi,0,0,0,0,FALSE,FALSE,FALSE
Species|Streptococcus suis,0,0,0,0,FALSE,FALSE,FALSE
Species|Streptococcus sanguinis,0,0,0,0,FALSE,FALSE,FALSE
Genus|Enterococcus,0,0,0,0,FALSE,FALSE,FALSE
Species|Enterococcus faecalis,0,0,0,0,FALSE,FALSE,FALSE
Species|Enterococcus faecium,0,0,0,0,FALSE,FALSE,FALSE
Order|Bacillales,0,0,0,0,FALSE,FALSE,FALSE
Family|Bacillaceae,0,0,0,0,FALSE,FALSE,FALSE
Genus|Bacillus,0,0,0,0,FALSE,FALSE,FALSE
Species|Bacillus mycoides,0,0,0,0,FALSE,FALSE,FALSE
Genus|Lysinibacillus,0,0,0,0,FALSE,FALSE,FALSE
Species|Priestia megaterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Cytobacillus gottheilii,0,0,0,0,FALSE,FALSE,FALSE
Species|Caldifermentibacillus hisashii,0,0,0,0,FALSE,FALSE,FALSE
Family|Paenibacillaceae,0,0,0,0,FALSE,FALSE,FALSE
Genus|Paenibacillus,0,0,0,0,FALSE,FALSE,FALSE
Genus|Brevibacillus,0,0,0,0,FALSE,FALSE,FALSE
Genus|Staphylococcus,0,0,0,0,FALSE,FALSE,FALSE
Species|Staphylococcus xylosus,0,0,0,0,FALSE,FALSE,FALSE
Species|Staphylococcus shinii,0,0,0,0,FALSE,FALSE,FALSE
Species|Staphylococcus aureus,0,0,0,0,FALSE,FALSE,FALSE
Species|Listeria welshimeri,0,0,0,0,FALSE,FALSE,FALSE
Species|Firmicutes bacterium ASF500,0,0,0,0,FALSE,FALSE,FALSE
Order|Erysipelotrichales,0,0,0,0,FALSE,FALSE,FALSE
Family|Erysipelotrichaceae,0,0.03744075711313842,0,0.03744075711313842,FALSE,TRUE,TRUE
Species|Erysipelotrichaceae bacterium ASTB_g,0,0,0,0,FALSE,FALSE,FALSE
Species|Faecalibaculum rodentium,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured Faecalibaculum sp.,0,0,0,0,FALSE,FALSE,FALSE
Species|Merdibacter sp. Marseille-QA0792,0,0,0,0,FALSE,FALSE,FALSE
Species|Longicatena caecimuris,0,0,0,0,FALSE,FALSE,FALSE
Species|Allocoprobacillus halotolerans,0,0,0,0,FALSE,FALSE,FALSE
Family|Coprobacillaceae,0,0,0,0,FALSE,FALSE,FALSE
Species|Thomasclavelia ramosa,0,0,0,0,FALSE,FALSE,FALSE
Species|Sedimentibacter sp. zth1,0,0,0,0,FALSE,FALSE,FALSE
Phylum|Actinomycetota,0,0,0,0,FALSE,FALSE,FALSE
Class|Actinomycetes,0,0,0,0,FALSE,FALSE,FALSE
Genus|Bifidobacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Bifidobacterium pseudolongum,0,0,0,0,FALSE,FALSE,FALSE
Species|Bifidobacterium animalis,0,0,0,0,FALSE,FALSE,FALSE
Species|Bifidobacterium sp. ESL0825,0,0,0,0,FALSE,FALSE,FALSE
Species|Bifidobacterium choerinum,0,0,0,0,FALSE,FALSE,FALSE
Family|Streptomycetaceae,0,0,0,0,FALSE,FALSE,FALSE
Genus|Streptomyces,0,0,0,0,FALSE,FALSE,FALSE
Species|Streptomyces sp. enrichment culture,0,0,0,0,FALSE,FALSE,FALSE
Order|Micrococcales,0,0,0,0,FALSE,FALSE,FALSE
Genus|Corynebacterium,0,0,0,0,FALSE,FALSE,FALSE
Class|Coriobacteriia,0,0,0,0,FALSE,FALSE,FALSE
Family|Eggerthellaceae,0,0,0,0,FALSE,FALSE,FALSE
Genus|Adlercreutzia,0,0,0,0,FALSE,FALSE,FALSE
Species|Adlercreutzia equolifaciens,0,0,0,0,FALSE,FALSE,FALSE
Species|Adlercreutzia hattorii,0,0,0,0,FALSE,FALSE,FALSE
Species|Adlercreutzia sp. Marseille-QA1605,0,0,0,0,FALSE,FALSE,FALSE
Genus|Eggerthella,0,0,0,0,FALSE,FALSE,FALSE
Species|Eggerthella lenta,0,0,0,0,FALSE,FALSE,FALSE
Genus|Gordonibacter,0,0,0,0,FALSE,FALSE,FALSE
Species|Gordonibacter massiliensis (ex Traore et al. 2017),0,0,0,0,FALSE,FALSE,FALSE
Species|Arabiibacter massiliensis,0,0,0,0,FALSE,FALSE,FALSE
Order|Coriobacteriales,0,0,0,0,FALSE,FALSE,FALSE
Species|Leptogranulimonas caecicola,0,0,0,0,FALSE,FALSE,FALSE
Family|Atopobiaceae,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured Atopobiaceae bacterium,0,0,0,0,FALSE,FALSE,FALSE
Family|Coriobacteriaceae,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured Solirubrobacterales bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Acidimicrobiales bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured Actinomycetota bacterium,0,0,0,0,FALSE,FALSE,FALSE
Phylum|Candidatus Melainabacteria,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured Candidatus Melainabacteria bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Candidatus Melainabacteria bacterium MEL.A1,0,0,0,0,FALSE,FALSE,FALSE
Species|Candidatus Melainabacteria bacterium,0,0.036329909464819864,0,0.036329909464819864,FALSE,TRUE,TRUE
Species|Candidatus Gastranaerophilales bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Dehalococcoidia bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Phototrophicaceae bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Chloroflexota bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Caldilineaceae bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured Chloroflexia bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Acholeplasmataceae bacterium,0,0.21835666184344946,0,0.21835666184344946,FALSE,TRUE,TRUE
Species|uncultured bacterium BAC10G6,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured murine large bowel bacterium BAC 31B,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured bacterium BAC25G1,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured murine large bowel bacterium BAC 54B,0,0,0,0,FALSE,FALSE,FALSE
Phylum|Candidatus Saccharimonadota,0,0,0,0,FALSE,FALSE,FALSE
Species|Candidatus Poribacteria bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured Candidatus Binatia bacterium,0,0,0,0,FALSE,FALSE,FALSE
Genus|Fusobacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|bacterium,0,0,0,0,FALSE,FALSE,FALSE
Species|Nitrosopumilus sp.,0,0,0,0,FALSE,FALSE,FALSE
Species|Bacteriophage sp.,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured phage,0,0,0,0,FALSE,FALSE,FALSE
Species|Streptococcus acidominimus,0,0,0,0,FALSE,FALSE,FALSE
Species|Staphylococcus equorum,0,0,0,0,FALSE,FALSE,FALSE
Genus|Parolsenella,0,0,0,0,FALSE,FALSE,FALSE
Genus|Actinobacillus,0,0,0,0,FALSE,FALSE,FALSE
Genus|Mannheimia,0,0,0,0,FALSE,FALSE,FALSE
Species|Mannheimia varigena,0,0,0,0,FALSE,FALSE,FALSE
Species|Mannheimia bovis,0,0,0,0,FALSE,FALSE,FALSE
Genus|Haemophilus,0,0,0,0,FALSE,FALSE,FALSE
Species|uncultured Helicobacter sp.,0,0,0,0,FALSE,FALSE,FALSE
Species|Streptococcus marmotae,0,0,0,0,FALSE,FALSE,FALSE
Species|Staphylococcus pseudoxylosus,0,0,0,0,FALSE,FALSE,FALSE
Genus|Thomasclavelia,0,0,0,0,FALSE,FALSE,FALSE
Species|[Pasteurella] aerogenes,0,0,0,0,FALSE,FALSE,FALSE
Species|Vespertiliibacter pulmonis,0,0,0,0,FALSE,FALSE,FALSE
Species|Bibersteinia trehalosi,0,0,0,0,FALSE,FALSE,FALSE
Species|Streptococcus zhangguiae,0,0,0,0,FALSE,FALSE,FALSE
Species|Pasteurellaceae bacterium Orientalotternb1,0,0,0,0,FALSE,FALSE,FALSE
Species|Frederiksenia canicola,0,0,0,0,FALSE,FALSE,FALSE
Genus|Rodentibacter,0,0,0,0,FALSE,FALSE,FALSE
Species|Muribacter muris,0,0,0,0,FALSE,FALSE,FALSE
